,Date,Close
0,2014-09-02,56.82400131225586
1,2014-09-03,56.237998962402344
2,2014-09-04,57.20800018310547
3,2014-09-05,55.47800064086914
4,2014-09-08,56.422000885009766
5,2014-09-09,55.69599914550781
6,2014-09-10,56.220001220703125
7,2014-09-11,56.0620002746582
8,2014-09-12,55.84000015258789
9,2014-09-15,50.77199935913086
10,2014-09-16,52.14799880981445
11,2014-09-17,52.2760009765625
12,2014-09-18,52.763999938964844
13,2014-09-19,51.86399841308594
14,2014-09-22,50.00600051879883
15,2014-09-23,50.082000732421875
16,2014-09-24,50.428001403808594
17,2014-09-25,49.38999938964844
18,2014-09-26,49.31999969482422
19,2014-09-29,49.051998138427734
20,2014-09-30,48.5359992980957
21,2014-10-01,48.04800033569336
22,2014-10-02,50.284000396728516
23,2014-10-03,51.04199981689453
24,2014-10-06,52.124000549316406
25,2014-10-07,51.91400146484375
26,2014-10-08,51.85599899291992
27,2014-10-09,51.402000427246094
28,2014-10-10,47.38199996948242
29,2014-10-13,44.917999267578125
30,2014-10-14,45.4119987487793
31,2014-10-15,45.939998626708984
32,2014-10-16,45.27000045776367
33,2014-10-17,45.49599838256836
34,2014-10-20,46.09400177001953
35,2014-10-21,47.06800079345703
36,2014-10-22,46.220001220703125
37,2014-10-23,47.05799865722656
38,2014-10-24,47.04800033569336
39,2014-10-27,44.33399963378906
40,2014-10-28,48.55400085449219
41,2014-10-29,47.619998931884766
42,2014-10-30,47.731998443603516
43,2014-10-31,48.34000015258789
44,2014-11-03,48.518001556396484
45,2014-11-04,47.7859992980957
46,2014-11-05,46.194000244140625
47,2014-11-06,48.24399948120117
48,2014-11-07,48.040000915527344
49,2014-11-10,48.38600158691406
50,2014-11-11,50.215999603271484
51,2014-11-12,49.81999969482422
52,2014-11-13,50.34000015258789
53,2014-11-14,51.736000061035156
54,2014-11-17,50.79600143432617
55,2014-11-18,51.540000915527344
56,2014-11-19,49.54800033569336
57,2014-11-20,49.742000579833984
58,2014-11-21,48.555999755859375
59,2014-11-24,49.34400177001953
60,2014-11-25,49.61800003051758
61,2014-11-26,49.6879997253418
62,2014-11-28,48.90399932861328
63,2014-12-01,46.327999114990234
64,2014-12-02,46.2859992980957
65,2014-12-03,45.86000061035156
66,2014-12-04,45.65599822998047
67,2014-12-05,44.742000579833984
68,2014-12-08,42.87200164794922
69,2014-12-09,43.37799835205078
70,2014-12-10,41.96799850463867
71,2014-12-11,41.7760009765625
72,2014-12-12,41.400001525878906
