,Date,Close
0,2015-08-07,48.50199890136719
1,2015-08-10,48.22800064086914
2,2015-08-11,47.4739990234375
3,2015-08-12,47.63399887084961
4,2015-08-13,48.50199890136719
5,2015-08-14,48.630001068115234
6,2015-08-17,50.99800109863281
7,2015-08-18,52.14400100708008
8,2015-08-19,51.04999923706055
9,2015-08-20,48.43600082397461
10,2015-08-21,46.15399932861328
11,2015-08-24,43.77399826049805
12,2015-08-25,44.00600051879883
13,2015-08-26,44.96799850463867
14,2015-08-27,48.597999572753906
15,2015-08-28,49.69599914550781
16,2015-08-31,49.8120002746582
17,2015-09-01,47.72600173950195
18,2015-09-02,49.53799819946289
19,2015-09-03,49.11399841308594
20,2015-09-04,48.38600158691406
21,2015-09-08,49.63399887084961
22,2015-09-09,49.78200149536133
23,2015-09-10,49.69599914550781
24,2015-09-11,50.04800033569336
25,2015-09-14,50.63800048828125
26,2015-09-15,50.7140007019043
27,2015-09-16,52.45000076293945
28,2015-09-17,52.41400146484375
29,2015-09-18,52.124000549316406
30,2015-09-21,52.84000015258789
31,2015-09-22,52.1879997253418
32,2015-09-23,52.21200180053711
33,2015-09-24,52.624000549316406
34,2015-09-25,51.38199996948242
35,2015-09-28,49.68600082397461
36,2015-09-29,49.33000183105469
37,2015-09-30,49.68000030517578
38,2015-10-01,47.97600173950195
39,2015-10-02,49.513999938964844
40,2015-10-05,49.22999954223633
41,2015-10-06,48.29199981689453
42,2015-10-07,46.391998291015625
43,2015-10-08,45.34400177001953
44,2015-10-09,44.13800048828125
45,2015-10-12,43.11600112915039
46,2015-10-13,43.849998474121094
47,2015-10-14,43.375999450683594
48,2015-10-15,44.262001037597656
49,2015-10-16,45.402000427246094
50,2015-10-19,45.619998931884766
51,2015-10-20,42.60599899291992
52,2015-10-21,42.018001556396484
53,2015-10-22,42.34400177001953
54,2015-10-23,41.81800079345703
55,2015-10-26,43.051998138427734
56,2015-10-27,42.06999969482422
57,2015-10-28,42.59199905395508
58,2015-10-29,42.32600021362305
59,2015-10-30,41.38600158691406
60,2015-11-02,42.757999420166016
61,2015-11-03,41.66999816894531
62,2015-11-04,46.32600021362305
63,2015-11-05,46.354000091552734
64,2015-11-06,46.47200012207031
65,2015-11-09,45.066001892089844
66,2015-11-10,43.29999923706055
67,2015-11-11,43.816001892089844
68,2015-11-12,42.5880012512207
69,2015-11-13,41.4379997253418
70,2015-11-16,42.86199951171875
71,2015-11-17,42.79999923706055
72,2015-11-18,44.2140007019043
73,2015-11-19,44.36000061035156
74,2015-11-20,44.00199890136719
75,2015-11-23,43.54999923706055
76,2015-11-24,43.650001525878906
77,2015-11-25,45.928001403808594
78,2015-11-27,46.321998596191406
79,2015-11-30,46.051998138427734
80,2015-12-01,47.4379997253418
81,2015-12-02,46.39799880981445
82,2015-12-03,46.54199981689453
83,2015-12-04,46.07600021362305
84,2015-12-07,46.22600173950195
85,2015-12-08,45.34400177001953
86,2015-12-09,44.90399932861328
87,2015-12-10,45.41400146484375
88,2015-12-11,43.40399932861328
89,2015-12-14,43.715999603271484
90,2015-12-15,44.21799850463867
91,2015-12-16,46.902000427246094
92,2015-12-17,46.678001403808594
93,2015-12-18,46.09199905395508
94,2015-12-21,46.512001037597656
95,2015-12-22,45.9900016784668
96,2015-12-23,45.939998626708984
97,2015-12-24,46.11399841308594
98,2015-12-28,45.790000915527344
99,2015-12-29,47.4379997253418
100,2015-12-30,47.61800003051758
101,2015-12-31,48.00199890136719
102,2016-01-04,44.68199920654297
103,2016-01-05,44.68600082397461
104,2016-01-06,43.80799865722656
105,2016-01-07,43.130001068115234
106,2016-01-08,42.20000076293945
107,2016-01-11,41.56999969482422
108,2016-01-12,41.99399948120117
109,2016-01-13,40.0620002746582
110,2016-01-14,41.236000061035156
111,2016-01-15,40.99800109863281
112,2016-01-19,40.944000244140625
113,2016-01-20,39.7400016784668
114,2016-01-21,39.99399948120117
115,2016-01-22,40.5099983215332
116,2016-01-25,39.2760009765625
117,2016-01-26,38.71200180053711
118,2016-01-27,37.61399841308594
119,2016-01-28,37.939998626708984
120,2016-01-29,38.2400016784668
121,2016-02-01,39.38800048828125
122,2016-02-02,36.555999755859375
123,2016-02-03,34.69599914550781
124,2016-02-04,35.066001892089844
125,2016-02-05,32.52000045776367
126,2016-02-08,29.597999572753906
127,2016-02-09,29.649999618530273
128,2016-02-10,28.733999252319336
129,2016-02-11,30.0939998626709
130,2016-02-12,30.20800018310547
131,2016-02-16,31.034000396728516
132,2016-02-17,33.736000061035156
133,2016-02-18,33.354000091552734
134,2016-02-19,33.316001892089844
135,2016-02-22,35.54800033569336
136,2016-02-23,35.44200134277344
137,2016-02-24,35.79999923706055
138,2016-02-25,37.486000061035156
139,2016-02-26,38.06800079345703
140,2016-02-29,38.38600158691406
141,2016-03-01,37.27000045776367
142,2016-03-02,37.667999267578125
143,2016-03-03,39.14799880981445
144,2016-03-04,40.20800018310547
145,2016-03-07,41.05799865722656
146,2016-03-08,40.52000045776367
147,2016-03-09,41.74399948120117
148,2016-03-10,41.0359992980957
149,2016-03-11,41.5
150,2016-03-14,43.029998779296875
151,2016-03-15,43.667999267578125
152,2016-03-16,44.38600158691406
153,2016-03-17,45.2760009765625
154,2016-03-18,46.54800033569336
155,2016-03-21,47.66400146484375
156,2016-03-22,46.847999572753906
157,2016-03-23,44.51599884033203
158,2016-03-24,45.54999923706055
159,2016-03-28,46.051998138427734
160,2016-03-29,46.0260009765625
161,2016-03-30,45.37799835205078
162,2016-03-31,45.95399856567383
163,2016-04-01,47.518001556396484
